model,fold,case,scenario,postprocessing,cldice,hd95,nsd,nsd05,betti0,volume_delta,git_commit,seed,timestamp
M0_Star,3,PARSE_0052.nii.gz,GT_minus_omission,lcc,0.7522698847245956,2.6478267179188673,0.9018931894240709,0.682599477861686,23.0,-0.058862685431723086,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0052.nii.gz,GT_minus_omission,none,0.7544092179477977,2.4194544355339698,0.9069575759690193,0.6843927711684052,60.0,-0.054674450526733594,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0052.nii.gz,GT_star,lcc,0.8708168337593919,1.0,0.9517384718356995,0.7303969344339937,0.0,-0.15905262224586603,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0052.nii.gz,GT_star,none,0.8775511878571716,0.734375,0.958763328719858,0.7331448956120002,83.0,-0.1553102510676656,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_drift_neg,lcc,0.8707196324050657,1.169013433296026,0.9538630162742153,0.6540068070959596,191.0,-0.10209351061775371,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_drift_neg,none,0.8883744116542109,1.0,0.9703436713457998,0.6636978665180155,39.0,-0.08876380117251853,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_drift_pos,lcc,0.8769536822182797,1.316504771906705,0.9470011239597549,0.6013359397293567,45.0,-0.2298693331697442,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_drift_pos,none,0.8976503854831347,1.169013433296026,0.9672456375529581,0.6120715813894533,107.0,-0.2184364967384414,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_omission,lcc,0.8152447705261295,2.089639300747036,0.9236024275069736,0.6678731128772847,36.0,-0.07218681559621501,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_minus_omission,none,0.8281144469050409,1.3538692832518258,0.9365037981060288,0.6755944621448804,116.0,-0.05841313168390738,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_star,lcc,0.8891306821205662,1.0,0.9529838074181012,0.6961755392528951,0.0,-0.15357455893920666,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0056.nii.gz,GT_star,none,0.9101552224126109,0.8562621178430849,0.9711007598498295,0.7076050416731419,152.0,-0.14100910214630857,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_drift_neg,lcc,0.8452001362676925,0.6875,0.9685911208126364,0.7108574964335436,114.0,0.08869800762733007,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_drift_neg,none,0.8488930404960897,0.6875,0.9754116728346858,0.7166196991817472,11.0,0.10196385928645257,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_drift_pos,lcc,0.8730568470352327,0.6875,0.9720921921318234,0.7118948016682143,22.0,-0.03075072902486776,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_drift_pos,none,0.8782708006701122,0.6875,0.9813856801276916,0.7184351479745374,81.0,-0.018940367511034534,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_omission,lcc,0.7471092270955731,1.8339250938901512,0.900302785480854,0.7085835316723803,19.0,0.13119283042624894,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_minus_omission,none,0.7539255537750037,1.3947446002763373,0.9068701577187355,0.714572550259153,84.0,0.1449764840943599,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_star,lcc,0.883000106737822,0.6875,0.9751190536288219,0.7868409981994716,0.0,0.03783636857841805,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0057.nii.gz,GT_star,none,0.8879799623859215,0.6875,0.9821186327969145,0.7928314935496742,103.0,0.05048246806197336,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_drift_neg,lcc,0.8488134871352871,1.3600932010803524,0.9377988561427634,0.6810013438759883,108.0,-0.05248087666168814,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_drift_neg,none,0.8458149779735682,1.3600932010803524,0.9402520604075805,0.6828602027037514,32.0,-0.04530188881645721,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_drift_pos,lcc,0.880089422486706,1.6430785225454076,0.9348630483486304,0.6770542747705427,14.0,-0.15771521624317822,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_drift_pos,none,0.8815902772246413,1.3600932010803524,0.9403188738868141,0.6805802930192474,62.0,-0.15133354850067485,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_omission,lcc,0.7327729151795509,5.200778374736324,0.8584694553165098,0.646546594366268,3.0,0.0035658413375400937,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_minus_omission,none,0.7366435750129111,4.862991017946157,0.8626473745080583,0.6508357809080849,73.0,0.011169473601412353,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_star,lcc,0.887330265927573,1.3600932010803524,0.9416561150859636,0.7407057100578176,0.0,-0.09457424243618959,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0062.nii.gz,GT_star,none,0.8890479349924445,1.303728127812697,0.9456702936986634,0.7442790895038341,76.0,-0.08771417982826188,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_drift_neg,lcc,0.8653596671747339,1.0,0.961179700419028,0.6435960419777268,213.0,0.1189792008757526,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_drift_neg,none,0.8685811917532321,1.0,0.9652385124895798,0.646725596780594,140.0,0.12397099069512862,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_drift_pos,lcc,0.8951738501483008,0.961223280675463,0.9625684400476276,0.67976343964087,60.0,-0.008540314308784982,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_drift_pos,none,0.899136389809456,0.961223280675463,0.9674249750857884,0.6830372264959572,13.0,-0.0041173917366033215,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_omission,lcc,0.7841382223362078,2.935941242014646,0.898446280618325,0.6332013622577785,33.0,0.16630820487660167,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_minus_omission,none,0.7897982158007661,2.6468238077989343,0.9032087650230843,0.6375941708887259,40.0,0.17151113038120558,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_star,lcc,0.9126515934990324,0.6796875,0.9676326497587,0.7246517527855862,0.0,0.07069815673633133,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0070.nii.gz,GT_star,none,0.9166932397353312,0.6796875,0.971877240934931,0.7283597135760385,73.0,0.07547456379933853,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_drift_neg,lcc,0.8409283586662449,0.6484375,0.9633212092143304,0.6815220432471322,163.0,-0.09297931639812372,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_drift_neg,none,0.8553372414486223,0.6484375,0.9753063614322707,0.6890666490739061,62.0,-0.08431317788809539,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_drift_pos,lcc,0.8609344179482795,0.9170291068513038,0.9584783575338475,0.630116990447569,56.0,-0.18659258710269339,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_drift_pos,none,0.8782665489818694,0.9170291068513038,0.9730960239740808,0.6386685388818985,45.0,-0.1788208775566011,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_omission,lcc,0.8053477390001754,0.6484375,0.9336976799725875,0.6850155233819859,14.0,-0.0783097465836135,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_minus_omission,none,0.8127113070031569,0.6484375,0.941904291989611,0.6908643599706694,87.0,-0.069503447516948,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_star,lcc,0.8778267805701011,0.6484375,0.9652225207676326,0.7156706089786181,0.0,-0.13298156340575762,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0075.nii.gz,GT_star,none,0.8956361545747993,0.6484375,0.9783246644834007,0.7249149168432544,101.0,-0.12469762677882625,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_drift_neg,lcc,0.8964963159584918,0.9391261937633835,0.9697633810847409,0.6892452426769297,107.0,0.016268271952684335,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_drift_neg,none,0.8952672581707446,0.9391261937633835,0.9713658263146318,0.6901506389560997,47.0,0.020644409010768246,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_drift_pos,lcc,0.9173861770483891,0.9391261937633835,0.9709350611685299,0.6818181818181818,32.0,-0.09356380745929216,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_drift_pos,none,0.9167851688854366,0.9391261937633835,0.9731381494732005,0.682955328716316,28.0,-0.08966061661644102,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_omission,lcc,0.8264551988114791,1.328125,0.9227011494252874,0.699963159445918,17.0,0.02971445652792803,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_minus_omission,none,0.8267612453602989,1.328125,0.924799953059563,0.7011214363773718,43.0,0.03414849399305358,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_star,lcc,0.9270521362356036,0.6640625,0.9733010802249862,0.7643224248053204,0.0,-0.034130775110737255,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0077.nii.gz,GT_star,none,0.9261770111451967,0.6640625,0.9751446702346815,0.7651977073606697,60.0,-0.02997166060824546,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_drift_neg,lcc,0.9088723353672757,1.2269605245916635,0.9546290888767481,0.4778671589959998,51.0,-0.28965969989281887,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_drift_neg,none,0.9154375899400318,1.0054174544996222,0.9640091742545918,0.48204208408066845,64.0,-0.2854823151125402,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_drift_pos,lcc,0.9176815044731379,1.4180494553479086,0.9492646347505153,0.4072783131011395,10.0,-0.35443894907816653,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_drift_pos,none,0.9240280684667144,1.2269605245916635,0.9603254509532689,0.4112728832701517,105.0,-0.350642519523973,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_omission,lcc,0.8631604410290602,1.2269605245916635,0.9378092147199959,0.45106763005219236,33.0,-0.28265540269945555,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_minus_omission,none,0.8691766880447334,1.2269605245916635,0.9473001297534684,0.45559243888225276,82.0,-0.2784368268949767,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_star,lcc,0.9251712282068433,1.2269605245916635,0.9537661732565375,0.45841469134023843,0.0,-0.3182977694804026,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,3,PARSE_0083.nii.gz,GT_star,none,0.9324574293340845,1.0054174544996222,0.963660826242552,0.46291793405802184,115.0,-0.3142888000864024,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_drift_neg,lcc,0.9007636025760244,0.60546875,0.9876263933934752,0.7293030209821794,106.0,0.026065441212089594,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_drift_neg,none,0.8932335034158932,0.60546875,0.9842282878028227,0.72576162294011,10.0,0.03308578306249371,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_drift_pos,lcc,0.9188098807643688,0.60546875,0.9849995861210182,0.7176229670444362,31.0,-0.08646710083239058,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_drift_pos,none,0.9122732491403346,0.60546875,0.9835617221938201,0.7146038975664342,65.0,-0.08021670686514874,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_omission,lcc,0.7915734146270403,0.8562621178430849,0.9256562179338651,0.7273178643540432,11.0,0.06536306797078123,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_minus_omission,none,0.7837640989469951,1.0,0.9218451026927593,0.7233742023963012,85.0,0.0726522842639594,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_star,lcc,0.9286889450665169,0.60546875,0.9889365622632459,0.8052096380588349,0.0,-0.01825455115909269,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0002.nii.gz,GT_star,none,0.9227444890248767,0.60546875,0.985861235969923,0.8014335345775949,96.0,-0.011537446787270303,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_drift_neg,lcc,0.9061881399242486,0.62109375,0.9677049527937408,0.674587686479998,79.0,-0.041585070518852595,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_drift_neg,none,0.8948961329033353,0.62109375,0.9674216501782468,0.6732357867911292,0.0,-0.03836078637492688,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_drift_pos,lcc,0.92601876772516,0.8783592047551645,0.967471611374884,0.6497837136912081,10.0,-0.12475258256065114,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_drift_pos,none,0.9157712862313855,0.8783592047551645,0.9682430537938769,0.6488644404982843,69.0,-0.1218080892276963,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_omission,lcc,0.8076221642224476,1.0,0.9181755767808911,0.6655877959349962,16.0,-0.020349156282675633,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_minus_omission,none,0.7976501931148093,1.0,0.918105569181882,0.6643128387540237,63.0,-0.01705343061645379,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_star,lcc,0.9366584822203475,0.62109375,0.9697216870350317,0.7287538498319434,0.0,-0.07627088638622963,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0008.nii.gz,GT_star,none,0.9263197526508061,0.62109375,0.9696920884269651,0.7274038848754592,79.0,-0.07316329170808765,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_drift_neg,lcc,0.8654911280437071,0.650390625,0.9712065870373672,0.7216719665341355,103.0,-0.054096937036375733,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_drift_neg,none,0.8673192801415892,0.650390625,0.9777285510176351,0.7248494031712831,11.0,-0.04721054425633451,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_drift_pos,lcc,0.8815851212690295,0.9197912427153138,0.9658730339900016,0.6966390455102305,25.0,-0.16626010444237785,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_drift_pos,none,0.8854355860885005,0.9197912427153138,0.9745905605879596,0.7005761640479683,67.0,-0.1601902854281422,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_omission,lcc,0.7456002074590331,1.192898975222919,0.9136555419131599,0.7311173122000223,17.0,-0.006313465030821305,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_minus_omission,none,0.7426749979545263,1.0,0.916703967807269,0.7318439468004485,75.0,0.0009208024622939918,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_star,lcc,0.8901452469242942,0.650390625,0.9700971781276692,0.7897374740133116,0.0,-0.10429299333686856,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0011.nii.gz,GT_star,none,0.8950268878482974,0.650390625,0.9779565373994478,0.7940208908632489,92.0,-0.09777203944081955,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_drift_neg,lcc,0.6967947111201629,1.7974735755728963,0.9067480813228351,0.5556091178293506,60.0,0.2817062185822745,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_drift_neg,none,0.6917068801190919,1.7974735755728963,0.9066269069996539,0.5555449901678502,5.0,0.2881028778740344,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_drift_pos,lcc,0.7193935728928104,1.3756324007354308,0.9160458774404531,0.5834634063311447,11.0,0.16251891900032378,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_drift_pos,none,0.7142602459730623,1.3756324007354308,0.9163299263132874,0.5835944421634938,54.0,0.1683207457662854,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_omission,lcc,0.6650974783991438,3.4036889203629586,0.8731885467146868,0.5658812822327839,10.0,0.27954979632261834,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_minus_omission,none,0.6606953630567722,3.4036889203629586,0.8733186673832104,0.5657396703640841,55.0,0.2859356934769366,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_star,lcc,0.7206723022506223,1.4936235318455626,0.9132787348206721,0.6023684458250965,0.0,0.23160502100061028,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0012.nii.gz,GT_star,none,0.7154495913437133,1.4936235318455626,0.9131743476470368,0.6020216390251207,65.0,0.23775163836669896,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_drift_neg,lcc,0.8420180397257349,1.2337876866236195,0.9567979008090631,0.7253107309335638,57.0,-0.03639305473398518,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_drift_neg,none,0.8403863274277755,1.2337876866236195,0.9591846615667667,0.7265974076277165,21.0,-0.032729044156024914,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_drift_pos,lcc,0.8639647227482954,1.2337876866236195,0.9592549514169776,0.7198259244496429,10.0,-0.1231615842750349,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_drift_pos,none,0.86266638651406,1.021990269683682,0.9624217322926943,0.7216486117758915,68.0,-0.11982750159105085,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_omission,lcc,0.7743788338648935,3.9735395711673505,0.9139077140243859,0.7268006712231097,23.0,-0.017351439388831918,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_minus_omission,none,0.7740722392676168,3.61328125,0.9170071785525943,0.7288903557706451,55.0,-0.01361502514007118,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_star,lcc,0.8670244171043778,1.0,0.959578255047209,0.7823097655654061,0.0,-0.07857366260073333,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0015.nii.gz,GT_star,none,0.8655096182108397,1.0,0.9623492449579406,0.7840816188642276,78.0,-0.07507003919533116,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_drift_neg,lcc,0.8464596111214713,1.1444862539150003,0.9520972076177123,0.599078293154704,165.0,0.12086695974790218,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_drift_neg,none,0.8452968663452514,1.1444862539150003,0.9540278974900541,0.5995812011606267,58.0,0.12415374868237944,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_drift_pos,lcc,0.8611313890432145,1.1444862539150003,0.9481134319836323,0.6256887281724318,31.0,-0.02001175596929902,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_drift_pos,none,0.8611638619807394,1.1444862539150003,0.9513935017365395,0.6265965724696817,76.0,-0.017138074585094108,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_omission,lcc,0.7671954335182359,3.5304964324885604,0.8949514240637715,0.5953167815328406,25.0,0.1805601289153221,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_minus_omission,none,0.767074746652304,3.4272758329334634,0.8969454697940289,0.5962403235506707,82.0,0.1840219598975438,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_star,lcc,0.871032405389764,1.11328125,0.9541252978176531,0.6774130524691906,0.0,0.07123894741295426,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0024.nii.gz,GT_star,none,0.8716237276844047,1.11328125,0.9565955401525404,0.6782965052301387,107.0,0.07438020899437323,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_drift_neg,lcc,0.8576774267448952,0.806640625,0.9749155318931094,0.6831848742363742,183.0,0.14710892720966273,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_drift_neg,none,0.8614537404636017,0.806640625,0.9783375545451771,0.6843733789020781,63.0,0.16447012373619346,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_drift_pos,lcc,0.8905689347438659,0.806640625,0.9761692392343112,0.7204135414555037,42.0,0.04047559944998703,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_drift_pos,none,0.8972245513378228,0.806640625,0.9826294734380926,0.7242015460110804,78.0,0.05622292817756605,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_omission,lcc,0.7613767138691432,1.284783677472745,0.9018219116277107,0.6731757351103437,17.0,0.18010160827038177,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_minus_omission,none,0.768513390634383,1.14076211183611,0.9054714465264353,0.6750882028314226,103.0,0.19796214048007693,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_star,lcc,0.8931022149052933,0.806640625,0.9787587516316602,0.7488810386638796,0.0,0.10414933952128243,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0030.nii.gz,GT_star,none,0.9016053666382021,0.806640625,0.9839456132578162,0.7520206434926299,120.0,0.12086035381414251,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_drift_neg,lcc,0.870658493488073,0.6015625,0.9715689062653657,0.706314801870068,106.0,0.05588092652531919,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_drift_neg,none,0.8586748041069701,0.6015625,0.9681727606275303,0.703704875168691,22.0,0.06441027317104028,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_drift_pos,lcc,0.8985971613611358,0.6015625,0.9746754199825365,0.7065856346444235,18.0,-0.05364229962391095,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_drift_pos,none,0.8868443853664819,0.6015625,0.9719768963048898,0.7044553600078987,66.0,-0.04599767542947858,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_omission,lcc,0.8113843917608067,0.850737846115065,0.9325446911013768,0.7279816753422812,11.0,0.06982774736279877,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_minus_omission,none,0.8001956491096511,0.850737846115065,0.9291926109287592,0.7252216394229196,73.0,0.07846975564160769,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_star,lcc,0.9067858374025861,0.6015625,0.9766591258756733,0.778126326038117,0.0,0.009472379157237967,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0035.nii.gz,GT_star,none,0.8952497865706442,0.6015625,0.9733501686109863,0.7751974013767745,84.0,0.017626840171556152,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0037.nii.gz,GT_minus_drift_neg,lcc,0.7809159492201281,1.51953125,0.9231149368082378,0.5944301525995191,48.0,-0.08846598285233319,c1e84f2,42.0,2026-09-07T16:52:52+00:00
M0_Star,4,PARSE_0037.nii.gz,GT_minus_drift_neg,none,0.7745779934790689,1.51953125,0.9221499865214484,0.593777460360805,5.0,-0.08756152189109377,c1e84f2,42.0,2026-09-07T16:52:52+00:00
