metric,pair,p_omission,delta_star,delta_ref,sign_flip,interaction_mean,ci_low,ci_high,d,p_raw,n
hd95,M0_vs_M1_Omission,0.3,-0.11975213673617852,0.3245273897878758,True,0.4442795265240543,0.3225913876902577,0.6249904597354429,0.6397656171699618,3.35443944816658e-10,85
hd95,M0_vs_M2_Drift_mu0,0.3,-0.07814100337302454,0.3920236914929151,True,0.4701646948659396,0.3471945152405577,0.654090556188091,0.6766699722644473,2.5334404971609835e-11,85
nsd,M0_vs_M1_Omission,0.3,0.006568710268010682,-0.005379004468958006,True,-0.011947714736968686,-0.01278733968027287,-0.011185670742161452,-3.1452783434632563,1.1690041365809683e-15,85
nsd,M0_vs_M2_Drift_mu0,0.3,0.006731902508035813,-0.005361090802292144,True,-0.012092993310327958,-0.013047784256408944,-0.01125464189730786,-2.871408830893847,1.1690041365809683e-15,85
